SAMPLE ID,IGSN,SOURCE,REFERENCE,EXPEDITION ID,LATITUDE,LONGITUDE,LOC PREC,MAX ELEVATION,MIN ELEVATION,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SIO2,TIO2,AL2O3,CR2O3,FE2O3,FE2O3T,FEO,FEOT,MNO,MGO,CAO,NA2O,K2O,P2O5,NI,CO,CU,CD,ZN,S,LA,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,BA,CD,CO,CR,CS,CU,HF,MO,NB,NI,PB,RB,S,SB,SC,SE,SN,SR,TA,TE,TH,TI,TL,U,V,Y,ZN,ZR,TI
DANCSAF-RVD186,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,COL,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD186,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,TITR,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,,,,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD186,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,43.95,0.47,2.76,,3.12,,,,0.12,41.76,1.8,,0.0900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD189,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,COL,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD189,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,TITR,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,,,,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD189,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,45.24,0.31,1.44,,2.48,,,,0.13,41.7,1.63,,0.3900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD190,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,COL,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD190,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,TITR,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,,,,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD190,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,43.47,0.11,1.54,,2.43,,,,0.12,44.26,1.35,,0.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD197,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,COL,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD197,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,TITR,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,,,,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD197,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,45.15,0.1,3.43,,2.75,,,,0.13,39.62,2.11,,0.1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD198,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,COL,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD198,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,TITR,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,,,,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD198,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,45.68,0.17,1.14,,1.92,,,,0.1,43.37,1.01,,0.0500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD400,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,COL,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD400,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,TITR,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,,,,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD400,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,45.12,0.09,0.71,,3.25,,,,0.09,45.35,0.42,,0.0500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD401,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,COL,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD401,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,TITR,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD401,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,46,0.21,1.46,,3.33,,,,0.1,42.96,0.71,,0.0500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD402,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,AAS,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD402,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,COL,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD402,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,TITR,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,,,,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD402,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,44.08,0.09,0.78,,4.22,,,,0.1,46,0.28,,0.0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD404,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,COL,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD404,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,TITR,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,,,,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD404,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,43.43,0.21,0.9,,3.88,,,,0.11,45.33,0.5,,0.0200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD405,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,COL,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD405,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,TITR,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD405,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,45.05,0.16,0.52,,4.01,,,,0.08,45.2,0.32,,0.0200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD406,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,COL,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD406,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,TITR,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,,,,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD406,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,45.8,0.04,1.1,,3.2,,,,0.1,44.76,0.54,,0.0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD407,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,AAS,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD407,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,COL,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD407,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,TITR,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD407,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,44.5,0.19,0.71,,2.87,,,,0.1,45.49,0.9,,0.1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD408,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,COL,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD408,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,TITR,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,,,,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD408,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,45.59,0.07,1.08,,3.05,,,,0.11,45.08,0.53,,0.0400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD409,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,COL,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD409,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,TITR,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,,,,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD409,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,44.43,0.12,1.25,,2.68,,,,0.11,45.25,0.6,,0.0500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD410,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,COL,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD410,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,TITR,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,,,,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD410,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,45.14,0.05,1.18,,3.45,,,,0.08,45,0.56,,0.0400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD412,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,COL,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD412,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,TITR,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,,,,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD412,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,45.36,0.07,1.3,,3.41,,,,0.11,44.84,0.43,,0.0600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD413,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,COL,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD413,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,TITR,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,,,,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD413,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,44.65,0.15,2.3,,2.65,,,,0.15,41.39,1.83,,0.0500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD414,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,COL,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD414,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,TITR,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,,,,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD414,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,42.51,0.14,0.66,,3.6,,,,0.11,46.64,0.29,,0.0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD416,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,COL,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD416,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,TITR,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,,,,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD416,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,46.57,0.11,0.86,,3.9,,,,0.12,42.33,0.48,,0.0600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD417,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,AAS,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD417,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,COL,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD417,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,TITR,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,,,,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD417,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,45.29,0.15,3.62,,2.56,,,,0.22,38.28,2.66,,0.5800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD419,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,AAS,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD419,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,COL,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD419,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,TITR,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,,,,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD419,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,45.15,0.25,2.76,,3.74,,,,0.13,41.09,1.2,,0.1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD421,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,AAS,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD421,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,COL,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD421,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,TITR,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,,,,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD421,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,45.4,0.08,1.37,,3.1,,,,0.11,44.57,0.66,,0.0600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD423,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,COL,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCSAF-RVD423,,EARTHCHEMDB,"DANCHIN, R V, 1979",nr,-25.6593,28.5078,0.0001,,,,,,TITR,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,PERIDOTITE,,,,,,,,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
